# {'par': {'k': 1.5; 'D': 0.2; 'v': 1; 'tau': 0.8; 'R': 0.6; 'label': 'default'}; 'guess_range': ([-30; 10; 40]; [0; 100; 50]); 'tols': (1e-09; 1e-07; 5)}
Sol_r,Sol_i,Guess,g(x),g*(x),ier,msg,infodict,instances
-7.0005,-26.799,[ -7.00047806 -26.79862647],1.251551810725178e-14,1.5926304656797925e-12,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.83885093,  0.5443612 ],
       [-0.5443612 , -0.83885093]]), 'r': array([2.54917967e+00, 4.15695814e-07, 2.54917982e+00]), 'qtf': array([-2.31506907e-11, -1.04268028e-11]), 'fvec': array([5.32907052e-15, 1.13242749e-14])}",79
-8.2225,33.375,[-30.  28.],1.746130723679507e-11,5.6869375824821525e-09,1,The solution converged.,"{'nfev': 49, 'fjac': array([[-0.82465548, -0.56563534],
       [ 0.56563534, -0.82465548]]), 'r': array([2.75424819, 0.05763021, 2.75685503]), 'qtf': array([1.34256385e-07, 3.07623605e-09]), 'fvec': array([1.42690304e-11, 1.00643938e-11])}",64
-8.2225,-33.375,[ -8.22245907 -33.37520681],8.005932084973442e-15,9.165725883006586e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.82465012,  0.56564316],
       [-0.56564316, -0.82465012]]), 'r': array([2.75592688e+00, 5.32819031e-07, 2.75592718e+00]), 'qtf': array([-1.74598131e-11,  2.28423990e-13]), 'fvec': array([6.66133815e-15, 4.44089210e-15])}",64
-9.3509,-40.069,[ 0. 26.],1.0146247982941381e-14,3.2554955994956693e-12,1,The solution converged.,"{'nfev': 6, 'fjac': array([[-0.59002845,  0.80738246],
       [-0.80738246, -0.59002845]]), 'r': array([ 3.34743894, -0.81467817,  2.61084847]), 'qtf': array([ 5.17131918e-15, -8.72947914e-15]), 'fvec': array([3.99680289e-15, 9.32587341e-15])}",69
-9.3509,40.069,[-9.35087891 40.06886906],1.0146247982941381e-14,3.2554955994956693e-12,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.81377838, -0.58117531],
       [ 0.58117531, -0.81377838]]), 'r': array([2.94807173e+00, 8.64750469e-07, 2.94807182e+00]), 'qtf': array([2.16745562e-15, 9.91203734e-15]), 'fvec': array([ 3.99680289e-15, -9.32587341e-15])}",69
-10.403,-46.853,[ 1. 38.],2.7140288525955926e-08,4.29862862782962e-05,1,The solution converged.,"{'nfev': 18, 'fjac': array([[ 0.82489112, -0.56529164],
       [ 0.56529164,  0.82489112]]), 'r': array([-3.37226784,  0.20222261, -2.9927001 ]), 'qtf': array([-1.24581446e-06, -6.71731829e-07]), 'fvec': array([-2.66451452e-08,  5.16057153e-09])}",62
-10.403,46.853,[-10.40344077  46.85265655],1.984537243116365e-14,3.112611913574729e-11,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.805164  , -0.59305222],
       [ 0.59305222, -0.805164  ]]), 'r': array([3.12807172e+00, 9.73503876e-07, 3.12807178e+00]), 'qtf': array([ 2.45142001e-08, -1.16468560e-08]), 'fvec': array([ 1.50990331e-14, -1.28785871e-14])}",62
-11.393,53.709,[-11.39307226  53.70850188],1.1546319456101628e-14,7.31733565244601e-11,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.79815084, -0.60245766],
       [ 0.60245766, -0.79815084]]), 'r': array([3.29784399e+00, 1.09069189e-06, 3.29784404e+00]), 'qtf': array([3.43879996e-10, 3.72504055e-10]), 'fvec': array([0.00000000e+00, 1.15463195e-14])}",59
-11.393,-53.709,[-1. 40.],5.069642218109228e-10,1.6587973505381059e-06,1,The solution converged.,"{'nfev': 17, 'fjac': array([[-0.75406689,  0.65679763],
       [-0.65679763, -0.75406689]]), 'r': array([ 3.53411909e+00, -2.05388592e-03,  3.07405739e+00]), 'qtf': array([-2.97641176e-07,  2.81561978e-07]), 'fvec': array([-5.00501862e-11,  5.04487563e-10])}",59
-12.329,60.624,[-12.32949424  60.62362725],2.64745710879113e-14,9.228682669806732e-11,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.7923158 , -0.61011119],
       [ 0.61011119, -0.7923158 ]]), 'r': array([3.45888355e+00, 1.48058887e-06, 3.45888366e+00]), 'qtf': array([ 4.49676372e-09, -1.05737909e-08]), 'fvec': array([ 2.44249065e-14, -1.02140518e-14])}",61
-12.329,-60.624,[ 0. 50.],1.1490254037887285e-08,7.49791596452835e-05,1,The solution converged.,"{'nfev': 21, 'fjac': array([[-0.67663891,  0.736315  ],
       [-0.736315  , -0.67663891]]), 'r': array([ 3.26903606, -0.51566446,  3.72341639]), 'qtf': array([2.94476719e-07, 1.07821917e-06]), 'fvec': array([-1.00140451e-08, -5.63425573e-09])}",61
-13.22,-67.589,[-2. 54.],3.948061625225581e-10,4.982581191447369e-06,1,The solution converged.,"{'nfev': 21, 'fjac': array([[-0.78392369,  0.62085718],
       [-0.62085718, -0.78392369]]), 'r': array([3.69081041, 0.25967927, 3.54048737]), 'qtf': array([ 3.96477136e-07, -1.03900495e-07]), 'fvec': array([-2.39030573e-10,  3.14223314e-10])}",53
-13.22,67.589,[-13.22020858  67.58861495],7.993605777301127e-15,4.399398009360004e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.7873741 , -0.61647549],
       [ 0.61647549, -0.7873741 ]]), 'r': array([3.61237028e+00, 1.77328503e-06, 3.61237054e+00]), 'qtf': array([3.81917453e-10, 1.00054809e-10]), 'fvec': array([ 0.00000000e+00, -7.99360578e-15])}",53
-14.071,-74.596,[-1. 62.],3.078022006371032e-14,7.454594970087072e-10,1,The solution converged.,"{'nfev': 6, 'fjac': array([[-0.44494969,  0.89555557],
       [-0.89555557, -0.44494969]]), 'r': array([ 3.56922129, -1.71523225,  4.54889502]), 'qtf': array([ 3.25700818e-15, -3.13710934e-14]), 'fvec': array([2.13162821e-14, 2.22044605e-14])}",57
-14.071,74.596,[-14.07113559  74.59629324],2.921891022395325e-14,3.092281986027956e-11,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.78312686, -0.62186198],
       [ 0.62186198, -0.78312686]]), 'r': array([3.75924968e+00, 1.86162779e-06, 3.75924977e+00]), 'qtf': array([-2.88524345e-15,  3.06446948e-14]), 'fvec': array([-2.13162821e-14,  1.99840144e-14])}",57
-14.887,-81.641,[ 0. 68.],4.421842288781449e-10,1.930695688371356e-05,1,The solution converged.,"{'nfev': 20, 'fjac': array([[ 0.78113328, -0.62436432],
       [ 0.62436432,  0.78113328]]), 'r': array([-3.89534703, -0.00635851, -3.90947729]), 'qtf': array([-1.34101971e-07,  3.26471032e-07]), 'fvec': array([1.06010312e-10, 4.29288605e-10])}",46
-14.887,81.641,[-14.88703801  81.64105449],3.5795353403832015e-14,8.620090794062642e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.77943088, -0.62648824],
       [ 0.62648824, -0.77943088]]), 'r': array([3.90028979e+00, 2.06123419e-06, 3.90028992e+00]), 'qtf': array([1.86316550e-10, 4.01015006e-10]), 'fvec': array([ 2.17603713e-14, -2.84217094e-14])}",46
-15.672,88.718,[-15.67181112  88.7184172 ],2.4424906541753444e-14,1.9031323870029087e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.77618038, -0.63051092],
       [ 0.63051092, -0.77618038]]), 'r': array([4.03612414e+00, 2.30249682e-06, 4.03612430e+00]), 'qtf': array([-8.74824511e-09, -4.41280859e-09]), 'fvec': array([-2.44249065e-14,  0.00000000e+00])}",49
-15.672,-88.718,[ 1. 74.],9.798197395610159e-09,0.0007694954370360286,1,The solution converged.,"{'nfev': 21, 'fjac': array([[ 0.77401472, -0.63316761],
       [ 0.63316761,  0.77401472]]), 'r': array([-4.06352006, -0.10927544, -3.97424538]), 'qtf': array([-1.41266038e-06,  5.94183263e-07]), 'fvec': array([ 4.00789224e-09, -8.94099950e-09])}",49
-16.429,95.825,[-12.  82.],7.435411514512937e-14,1.0284199966886497e-08,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.77329545, -0.63404586],
       [ 0.63404586, -0.77329545]]), 'r': array([4.16728106e+00, 2.70968510e-06, 4.16728131e+00]), 'qtf': array([ 4.71235528e-08, -1.01377956e-07]), 'fvec': array([5.86197757e-14, 4.57411886e-14])}",43
-16.429,-95.825,[-16.42868668 -95.82473379],9.780050345373876e-15,1.1597794274084314e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.77329546,  0.63404584],
       [-0.63404584, -0.77329546]]), 'r': array([4.16728120e+00, 2.48161628e-06, 4.16728187e+00]), 'qtf': array([-7.43324169e-14, -1.79617170e-15]), 'fvec': array([6.21724894e-15, 7.54951657e-15])}",43
-17.16,-102.96,[ 0. 88.],2.010699415441723e-14,4.785788429690168e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.77071463,  0.63718048],
       [-0.63718048, -0.77071463]]), 'r': array([4.29420686e+00, 2.87178811e-06, 4.29420766e+00]), 'qtf': array([1.44680266e-07, 3.35375237e-08]), 'fvec': array([ 1.46549439e-14, -1.37667655e-14])}",18
-17.16,102.96,[-17.16037965 102.95698876],3.3820826609804605e-15,9.385703304198744e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.77071463, -0.63718048],
       [ 0.63718048, -0.77071463]]), 'r': array([4.29420701e+00, 2.86421850e-06, 4.29420717e+00]), 'qtf': array([-2.00666939e-14, -1.27240346e-15]), 'fvec': array([3.10862447e-15, 1.33226763e-15])}",18
-17.869,-110.11,[ 1. 94.],7.348331424078089e-11,3.0103671996100875e-05,1,The solution converged.,"{'nfev': 21, 'fjac': array([[-0.76813163,  0.64029197],
       [-0.64029197, -0.76813163]]), 'r': array([4.40566441, 0.015792  , 4.41993327]), 'qtf': array([-2.15066757e-08,  3.99963844e-09]), 'fvec': array([-6.28901375e-11,  3.80082632e-11])}",4
-17.869,110.11,[-17.86919599 110.11265555],1.7763568394002505e-14,1.1171170851118095e-08,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.76838961, -0.63998235],
       [ 0.63998235, -0.76838961]]), 'r': array([4.41728182e+00, 3.31913462e-06, 4.41728206e+00]), 'qtf': array([ 7.26487458e-11, -1.10434239e-11]), 'fvec': array([-1.77635684e-14,  0.00000000e+00])}",4
-18.557,-117.29,[-7. 96.],5.065395541340186e-09,0.003487774412427635,1,The solution converged.,"{'nfev': 18, 'fjac': array([[-0.7618378 ,  0.64776784],
       [-0.64776784, -0.7618378 ]]), 'r': array([4.59138681, 0.05401979, 4.48735426]), 'qtf': array([-9.86958357e-06,  5.98008036e-06]), 'fvec': array([ 2.37785613e-09, -4.47258675e-09])}",1
-18.557,117.29,[-18.55711339 117.28959251],5.749540523666782e-14,3.983581943124063e-08,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.76628213, -0.64250424],
       [ 0.64250424, -0.76628213]]), 'r': array([4.53683289e+00, 3.54496075e-06, 4.53683318e+00]), 'qtf': array([-4.69576462e-09, -1.89948063e-09]), 'fvec': array([ 4.48530102e-14, -3.59712260e-14])}",1
